,202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512
ride_id,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rideable_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
started_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ended_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start_station_name,17.81953304738473,17.071372135896763,18.559809495061295,19.172674172795357,20.570955466747336,22.227590351507725,22.730118727011707,22.41535757178455,21.86205420288517,22.441214849258326,21.389234720773466,19.159776281896196
start_station_id,17.81953304738473,17.071372135896763,18.559809495061295,19.172674172795357,20.570955466747336,22.227590351507725,22.730118727011707,22.41535757178455,21.86205420288517,22.441214849258326,21.389234720773466,19.159776281896196
end_station_name,20.02728849601196,17.941137740321306,19.447602756955277,19.829482874231502,21.382170777142676,23.09192463146483,23.7750055014723,23.38210299717658,23.012372002311267,23.754912629113722,22.96398488060388,21.37916803051219
end_station_id,20.02728849601196,17.941137740321306,19.447602756955277,19.829482874231502,21.382170777142676,23.09192463146483,23.7750055014723,23.38210299717658,23.012372002311267,23.754912629113722,22.96398488060388,21.37916803051219
start_lat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start_lng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
end_lat,0.14224854304107065,0.03752962865420069,0.08083044054267076,0.07782604129358191,0.1096613434808222,0.14552867563013328,0.12718880005029917,0.08770186932801131,0.08660261710590562,0.09070659820846728,0.10010431037383491,0.08681173239216132
end_lng,0.14224854304107065,0.03752962865420069,0.08083044054267076,0.07782604129358191,0.1096613434808222,0.14552867563013328,0.12718880005029917,0.08770186932801131,0.08660261710590562,0.09070659820846728,0.10010431037383491,0.08681173239216132
member_casual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
